0.857912  0.440097  -0.021569  0.629513  0.647929  0.629294  0.527845  0.629294  0.625495  0.154207  0.813704  0.822114  0.763458  0.509483  0.763458  0.727479  0.838385  0.783835  0.472937  -0.026572  0.472937  0.357928  0.285466  -0.063261  -0.658471  -0.063261  0.992000  0.876770  0.463078  0.876770  0.911966  0.533318  0.911966  0.771988  1.000000  0.771988
0.700235  0.054637  -0.206570  0.522051  0.603619  0.704494  0.644374  0.704494  0.112381  -0.161004  0.533651  0.604191  0.670701  0.596944  0.670701  0.847772  0.730541  0.630743  0.178020  -0.443277  0.178020  0.522233  0.405988  0.010999  -0.762272  0.010999  0.985746  0.802012  0.149910  0.802012  0.868765  0.282042  0.868765  0.603759  1.000000  0.603759
0.744619  0.002270  -0.237581  0.322740  0.432313  0.514245  0.469254  0.514245  0.088964  -0.215343  0.524194  0.649165  0.734889  0.559202  0.734889  0.876098  0.782607  0.632906  0.076746  -0.571743  0.076746  0.497010  0.306852  -0.234884  -0.868801  -0.234884  0.971109  0.680742  -0.005918  0.680742  0.810624  0.204679  0.810624  0.663300  1.000000  0.663300
0.579802  -0.023894  -0.159360  0.020625  0.007640  0.055697  0.166304  0.055697  -0.194816  -0.378921  0.238195  0.295109  0.550604  0.561327  0.550604  0.921060  0.699868  0.568996  -0.177346  -0.593907  -0.177346  0.460123  0.319746  -0.417553  -0.823325  -0.417553  0.977478  0.578831  0.118566  0.578831  0.697209  0.274520  0.697209  0.841397  1.000000  0.841397
0.697120  0.109795  -0.184207  0.434655  0.547279  0.655859  0.619625  0.655859  0.305692  -0.032684  0.638280  0.711394  0.798264  0.590982  0.798264  0.832797  0.861125  0.774470  0.406460  -0.257294  0.406460  0.544518  0.424145  0.028263  -0.705050  0.028263  0.982611  0.814515  0.204699  0.814515  0.882151  0.343167  0.882151  0.661486  1.000000  0.661486
0.671798  -0.072064  -0.213031  0.205163  0.249848  0.478694  0.522622  0.478694  0.276469  0.121596  0.537250  0.584843  0.666729  0.400353  0.666729  0.916931  0.873184  0.810671  0.388998  -0.438059  0.388998  0.718765  0.660328  0.201911  -0.692673  0.201911  0.988254  0.788670  -0.004567  0.788670  0.845325  0.084253  0.845325  0.543956  1.000000  0.543956
0.605173  0.294391  0.065767  0.441062  0.482602  0.410802  0.339640  0.410802  0.572154  0.254486  0.785594  0.809007  0.668888  0.418179  0.668888  0.876444  0.841017  0.766397  0.206960  -0.269761  0.206960  0.551097  0.459375  -0.154982  -0.659183  -0.154982  0.984083  0.703353  0.255523  0.703353  0.772613  0.365131  0.772613  0.816527  1.000000  0.816527
0.644118  0.101758  -0.068108  0.301363  0.341176  0.462907  0.378538  0.462907  0.073341  -0.148518  0.417682  0.479279  0.749678  0.598849  0.749678  0.908061  0.883648  0.829820  0.236908  -0.442459  0.236908  0.695771  0.618608  -0.006166  -0.739994  -0.006166  0.981681  0.664168  -0.042940  0.664168  0.712109  0.070705  0.712109  0.617443  1.000000  0.617443
0.706748  0.142589  -0.167118  0.344327  0.361153  0.468456  0.560104  0.468456  0.244579  -0.068378  0.451103  0.504134  0.558216  0.582848  0.558216  0.865060  0.892311  0.862891  0.608228  -0.187569  0.608228  0.619437  0.601708  0.258064  -0.609626  0.258064  0.985013  0.901049  0.230047  0.901049  0.902963  0.266316  0.902963  0.584720  1.000000  0.584720
0.629240  0.350232  -0.064217  0.500137  0.564851  0.524244  0.501757  0.524244  0.397948  -0.032805  0.705146  0.741187  0.831848  0.607559  0.831848  0.778429  0.872684  0.821434  0.538572  -0.131606  0.538572  0.462546  0.377074  0.045173  -0.695317  0.045173  0.990359  0.881422  0.311545  0.881422  0.914361  0.403465  0.914361  0.664902  1.000000  0.664902
